message_id,channel_name,channel_title,message_date,message_text,has_media,image_path,views,forwards
97,cheMed123,CheMed,2023-02-10T12:23:06+00:00,"⚠️Notice!
Dear esteemed customers,
Due to four-day motorbike movement restrictions, we have limited our services to matchmaking,drug information, and medical consultation only.

N.B. 
🔅We will make deliveries for those for whom the medications are urgent.
🔅You can book deliveries starting from Monday, February 13, 2023",True,data\raw\images\cheMed123\97.jpg,1300,1
96,cheMed123,CheMed,2023-02-02T08:58:52+00:00,"Mela-One በውስጡ ሆርሞን ያለው ድንገተኛ ወሊድ መቆጣጠርያ ሲሆን ያለመከላከያ የተደረገ የግብረስጋ ግንኙነት ሲኖር በ72 ሰዓታት ወስጥ መወሰድ ይኖርበታል።

📌ከChe-Med ለማዘዝ፡ 
በቴሌግራም ግሩፓችን- t.me/CheMeds
ዌብሳይት- www.chemeds.org
ይዘዙን።",True,data\raw\images\cheMed123\96.jpg,1169,3
95,cheMed123,CheMed,2023-02-01T08:59:37+00:00,"አዚትሮማይሲን በሃኪም መድሃኒት ማዘዣ ከሚታዘዙ አንቲባዮቲኮች አንዱ ሲሆን በርከት ያሉ ባክቴርያዎችን ይገላል።

በቀን አንዴ ለ3 ቀናት ምግብ ከመብላታችን 1 ሰዓት ቀደም ብሎ ወይንም ከበላን ከ 2 ሰዓት በኋላ መወሰድ ይኖርበታል።

📌የሃኪም ማዘዣ ካልዎት 
በቴሌግራም ግሩፓችን-t.me/CheMeds
ዌብሳይት- www.chemeds.org
ይላኩልን።",True,data\raw\images\cheMed123\95.jpg,1054,4
94,cheMed123,CheMed,2023-01-31T09:19:53+00:00,"Che-Med Trivia #3

ምግብና መጠጦች አንዳንድ መድሃኒቶች በደንብ እንዳይሰሩ ሊያደርጉ ይችላሉ። በዚህ ሁኔታ እነዚህን መድሃኒቶች ምግብ ከወሰድን ከ1 ሰዓት እስከ 2 ሰዓት ባለ ጊዜ ውስጥ መውሰድ ያስፈልግዎታል።

ከነዚህም ወስጥ የእንቅርት መድሃኒቶች፣Omeprazole፣Sildenafil(Viagra)፣Captopril እና Ampicillin ይጠቀሳሉ።

መድሃኒትዎ ከምግብ ጋር ያለውን አወሳሰድ እርግጠኛ ካልሆኑ ሃኪምዎን ወይም ፋርማሲስትዎን ያማክሩ።",True,data\raw\images\cheMed123\94.jpg,816,1
93,cheMed123,CheMed,2023-01-30T09:45:25+00:00,"Che-Med Trivia #2

እንደ Ciprofloxacin, Doxycycline, Levothyroxine, Iron supplement ያሉ መድሃኒቶችን ከወተት እና ከወተት ተዋፅዖዎች ጋር እንዲሁም ከእንቁላል ጋር መውሰድ መድሃኒቶቹ በሰውነታችን የሚፈለገውን ስራ እንዳይሰሩ ያደርጋቸዋል።

ይህም በወተት ተዋጽኦዎች ውስጥ ያለው ካልሲየም እነዚህ መድሃኒቶች በሰውታችን ወስጥ እንዳይዋህዱ ጣልቃ ስለሚገባ ነው።",True,data\raw\images\cheMed123\93.jpg,708,2
92,cheMed123,CheMed,2023-01-27T07:18:40+00:00,"You can get our services at:
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798
Our website: www.chemeds.org",True,data\raw\images\cheMed123\92.jpg,679,0
91,cheMed123,CheMed,2023-01-26T18:27:53+00:00,"Che-Med Trivia #1
The U.S. pharmaceutical industry is the largest in the world, making up about 40% of the worldwide drug development, manufacturing, and revenue generation. And half of the world’s top 10 pharmaceutical companies are in America, including the headquarters for Johnson & Johnson, Pfizer, Merck and Co., AbbVie, Eli Lilly and Co., and Abbott Laboratories. In fact, Johnson & Johnson’s revenue alone reached $82.6 billion in 2020.",True,data\raw\images\cheMed123\91.jpg,602,0
90,cheMed123,CheMed,2023-01-23T10:39:20+00:00,"CVS Daytime & Nighttime Cold and Flu Relief

ለሰሞኑ ጉንፋን ማስታገሻ በአንደኝነት ተመራጭ የሆነውን CVS Daytime & Nighttime Cold and Flu Relief Che-Med ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798
Our website: www.chemeds.org

Che-Med is the best way to find your meds!",True,data\raw\images\cheMed123\90.jpg,628,2
89,cheMed123,CheMed,2023-01-17T19:10:57+00:00,"🟠ለናንተ ለደምበኞቻችን ይሆናሉ ያልናቸዉን ምርጥ ቫይታሚንና ሰፕልመንቶች እነሆ!!

አጭር የTiktok ቪዲዮአችንን በመመልከት ግንዛቤዎን ይጨምሩ።
👇👇👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMYJHUVde/

የTiktok ቻናላችንን Like እና Follow ያድርጉ።",True,,2262,4
88,cheMed123,CheMed,2023-01-17T08:43:12+00:00,"🌞Sundown Cinnamon!
Supports sugar metabolism.

Che-Med Sundown Cinnamon Supplement Product ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Che-Med is the best way to find your meds!",True,data\raw\images\cheMed123\88.jpg,517,0
87,cheMed123,CheMed,2023-01-16T13:41:35+00:00,"📻Che-Med held fruit-bearing discussion at ሳይበርኛ radio program on Fana 98.1FM about digital health care and privacy and security of E-commerce.

We discussed in details current trends in digital healthcare, It's benefits, challenges, and opportunities.

You can listen to us at 08:00PM tonight and increase your understanding about the current activities of digital health care and its future.

Che-Med",True,data\raw\images\cheMed123\87.jpg,438,0
86,cheMed123,CheMed,2023-01-16T10:13:42+00:00,"🔵Get GOFEN from Che-Med!

Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798
Website: www.chemeds.org

Che-Med the best way to find your meds!",True,data\raw\images\cheMed123\86.jpg,418,3
85,cheMed123,CheMed,2023-01-16T09:26:09+00:00,"⚠️Notice!
Dear esteemed customers,
Due to four-days motorbike movement restrictions, we have limited our services to matchmaking,drug information and medical consultation only.

N.B. 
🔅We will make deliveries for whom the medications are urgent.
🔅You can book deliveries starting from Friday, Jan 20.",True,data\raw\images\cheMed123\85.jpg,380,1
82,cheMed123,CheMed,2023-01-13T12:48:47+00:00,"Nature's Bounty Supplement Products are here!

Che-Med Nature's Bounty Supplement Products ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Che-Med the best way to find your meds!",True,data\raw\images\cheMed123\82.jpg,392,0
81,cheMed123,CheMed,2023-01-13T09:44:14+00:00,"Nature's Bounty Supplement Products are here!

Che-Med Nature's Bounty Supplement Products ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Che-Med the best way to find your meds!",True,data\raw\images\cheMed123\81.jpg,1767,5
80,cheMed123,CheMed,2023-01-06T16:06:21+00:00,"ስለ Nature Made Vitamin supplement tiktok ላይ እንንገርዎ።

ለማየት፡ https://vm.tiktok.com/ZMFw4DarV/

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Follow our channel and stay tuned
https://t.me/CheMeds

Che-Med the best way to find your meds!",True,data\raw\images\cheMed123\80.jpg,1117,4
79,cheMed123,CheMed,2023-01-06T09:31:17+00:00,"🎄Che-Med ለመላው ክርስትያን ቤተሰቦቻችን መልካም የገና በዓል እንዲሆንልዎ ይመኛል።

መልካም በዓል!!",True,data\raw\images\cheMed123\79.jpg,356,0
78,cheMed123,CheMed,2023-01-06T06:05:01+00:00,,True,data\raw\images\cheMed123\78.jpg,877,1
77,cheMed123,CheMed,2023-01-04T05:58:02+00:00,"Nature Made Vitamin supplements

Che-Med በደምበኞቻችን ፍላጎት መሰረት Nature made vitamin supplement ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Follow our channel and stay tuned
https://t.me/CheMeds

Che-Med the best way to find your meds!",True,data\raw\images\cheMed123\77.jpg,13764,7
